year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef8cfc22850,nv,4.0,68879.0,white,gray,budget sales & leasing,22100.0,22750.0,2014-12-19 00:00:00+08:00
1996,Toyota,Camry,DX,Sedan,automatic,4t1bg12k6tu791619,fl,2.0,148165.0,gold,beige,coggin deland ford,900.0,600.0,2015-01-27 10:00:00+08:00
2005,Ford,Five Hundred,SE,sedan,automatic,1fafp23165g163519,ga,2.0,107127.0,black,gray,automobile acceptance corp,2225.0,2600.0,2015-06-18 03:00:00+07:00
2010,Dodge,Nitro,SXT Fleet,SUV,automatic,1d4pu5gkxaw105430,tx,2.0,95095.0,black,black,rlb investments,9925.0,8600.0,2015-01-07 02:20:00+08:00
1996,Buick,Regal,Custom,Sedan,automatic,2g4wb52m9t1493070,fl,2.0,91585.0,red,gray,autonation nissan kendall,875.0,400.0,2014-12-23 12:15:00+08:00
2015,Cadillac,XTS,Luxury,Sedan,automatic,2g61m5s35f9152080,fl,3.0,8899.0,black,gray,gm remarketing,35900.0,38600.0,2015-06-01 06:00:00+07:00
2014,Dodge,Durango,Limited,SUV,automatic,1c4rdhdg2ec537539,fl,4.0,13836.0,blue,black,pv holding inc/gdp,28800.0,28800.0,2015-01-19 04:30:00+08:00
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,1c4rjfbg1ec102348,pa,3.0,16121.0,blue,beige,chrysler group llc,32700.0,30600.0,2015-01-08 09:30:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1115sl3e9239456,fl,3.0,23557.0,silver,black,gm remarketing,18150.0,18200.0,2015-01-26 05:00:00+08:00
2011,Nissan,Sentra,2.0 SL,Sedan,automatic,3n1ab6ap7bl674328,pr,3.0,45488.0,blue,beige,oriental bank,8700.0,6000.0,2015-02-12 03:30:00+08:00
2014,Dodge,Charger,R/T,Sedan,automatic,2c3cdxct2eh259273,fl,3.0,16610.0,gray,black,gsp transportation inc,23100.0,22400.0,2015-03-02 04:30:00+08:00
2010,Kia,Soul,!,Wagon,automatic,kndjt2a20a7701637,pa,3.0,62502.0,white,black,td auto finance,8250.0,6800.0,2015-01-21 01:30:00+08:00
2007,Honda,Odyssey,EX,Minivan,automatic,5fnrl384x7b119760,va,2.0,50229.0,silver,gray,toyota of glen burnie,9450.0,7700.0,2015-02-12 01:05:00+08:00
1996,Jeep,Cherokee,Sport,SUV,automatic,1j4fj68s3tl286178,pa,1.0,140115.0,white,gray,purple heart,950.0,1450.0,2014-12-30 13:01:00+08:00
2014,Chevrolet,Spark,1LT,hatchback,automatic,kl8cd6s95ec534030,ca,2.0,25502.0,silver,black,fox rent a car tra,9325.0,2600.0,2015-05-27 08:05:00+07:00
2012,Honda,Pilot,LX,SUV,automatic,5fnyf3h25cb009713,ca,4.0,59308.0,white,beige,ahfc/honda lease trust/hvt  inc.,16200.0,18000.0,2015-02-12 04:00:00+08:00
1997,Ford,Explorer,Sport,SUV,automatic,1fmcu24x6vua73146,md,2.0,190064.0,green,gray,purple heart services inc,550.0,300.0,2015-01-13 12:00:00+08:00
2011,Toyota,Camry,LE,sedan,automatic,4t1bf3ek5bu767899,pa,4.0,51351.0,blue,gray,hawthorne auto sales co,10350.0,10700.0,2015-06-19 02:00:00+07:00
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba8ed843230,mn,4.0,16188.0,silver,black,pv holding inc/gdp,14300.0,13200.0,2015-01-14 05:00:00+08:00
2010,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l32ar109070,nc,3.0,86431.0,silver,gray,national fleet leasing,10750.0,10000.0,2015-02-02 01:30:00+08:00
2014,FIAT,500L,Trekking,Wagon,automatic,zfbcfadh1ez019406,fl,4.0,11037.0,yellow,black,chrysler group llc,13450.0,13500.0,2015-02-02 04:30:00+08:00
2012,Infiniti,G Coupe,G37,g coupe,automatic,jn1cv6ek5cm422258,fl,4.0,36074.0,black,black,nissan infiniti lt,20900.0,20000.0,2015-06-03 02:00:00+07:00
2010,Lexus,RX 350,Base,SUV,automatic,jtjzk1ba6a2402900,ca,4.0,59940.0,red,tan,desert auto trade,21100.0,26000.0,2015-02-12 04:30:00+08:00
2007,Pontiac,Grand Prix,Base,Sedan,automatic,2g2wp552771116456,pa,2.0,151725.0,gray,black,classic chevrolet bmw,2475.0,2600.0,2015-02-11 04:00:00+08:00
2013,Ford,Explorer,Sport,SUV,automatic,1fm5k8gtxdgb53301,nv,4.0,23103.0,red,black,towbin dodge,36000.0,36750.0,2014-12-31 12:00:00+08:00
2009,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw14v49fa51780,nj,4.0,85612.0,white,gray,bank of america,20700.0,23300.0,2015-02-04 01:30:00+08:00
2013,FIAT,500,Pop,Hatchback,automatic,3c3cffar1dt607873,pa,2.0,17785.0,blue,black,bellco fcu,8300.0,4000.0,2015-06-09 02:30:00+07:00
2014,Kia,Rio,LX,Sedan,automatic,knadm4a34e6390978,wa,5.0,9111.0,red,beige,kia motors america  inc,12100.0,12000.0,2015-01-14 04:30:00+08:00
2014,Chevrolet,Traverse,LT,SUV,automatic,1gnkrhkd7ej375597,il,4.0,20219.0,white,gray,gm remarketing,24500.0,27000.0,2015-06-11 04:00:00+07:00
2014,Kia,Soul,Base,Wagon,automatic,kndjn2a22e7022064,ga,5.0,28160.0,black,black,chrysler / dodge / jeep / ram of gadsden,11650.0,12800.0,2015-03-03 01:30:00+08:00
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb9e7415228,il,3.0,22163.0,silver,black,gm remarketing,12200.0,12300.0,2015-06-11 04:00:00+07:00
2014,Dodge,Durango,Limited,SUV,automatic,1c4rdjdg1ec531027,pa,4.0,13506.0,white,beige,pv holding inc/gdp,30500.0,29200.0,2015-01-22 01:30:00+08:00
2001,Honda,Accord,EX V-6,Coupe,automatic,1hgcg22541a005258,va,2.0,217574.0,silver,gray,purple heart,1425.0,1650.0,2015-02-12 03:50:00+08:00
2009,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg256591137817,va,1.0,211842.0,white,gray,lease plan usa,7900.0,2200.0,2015-01-22 03:50:00+08:00
2014,Hyundai,Elantra,SE,Sedan,automatic,5npdh4aexeh480389,fl,2.0,17320.0,red,gray,enterprise vehicle exchange / tra / rental / tulsa,13250.0,11400.0,2015-01-06 01:00:00+08:00
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcgxer388042,pa,4.0,28298.0,blue,black,pv holding inc/gdp,16350.0,16200.0,2015-05-28 02:30:00+07:00
2014,Ford,Edge,Limited,SUV,automatic,2fmdk4kc4eba78910,ga,5.0,27263.0,gray,gray,avis budget group,25100.0,26100.0,2015-02-09 02:00:00+08:00
2015,Jeep,Patriot,Sport,suv,automatic,1c4njpba0fd125938,il,3.0,13547.0,white,black,hertz corporation/gdp,15400.0,15300.0,2015-06-18 04:00:00+07:00
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2apxcc157787,oh,4.0,33864.0,gray,black,nissan-infiniti lt,11750.0,12800.0,2015-06-09 02:30:00+07:00
2002,Honda,Accord,EX,Coupe,automatic,1hgcg32712a021670,md,2.0,123554.0,green,tan,donate for charity,1950.0,1700.0,2015-01-13 13:00:00+08:00
2002,Chevrolet,Malibu,Base,Sedan,automatic,1g1nd52jx2m728376,ca,2.0,162758.0,black,beige,charitable auto resource,925.0,500.0,2015-02-24 04:00:00+08:00
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2cc825007,fl,4.0,51091.0,silver,black,remarketing by ge/tmt auto wholesale inc,15000.0,17100.0,2014-12-19 09:45:00+08:00
2007,Ford,Escape,XLT,SUV,automatic,1fmyu93z37kb19113,mi,2.0,156665.0,black,gray,mid atlantic finance/clearwater,2250.0,1000.0,2014-12-18 13:10:00+08:00
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8cm675321,fl,2.0,18130.0,white,beige,nissan infiniti lt,21200.0,19600.0,2015-02-19 01:15:00+08:00
2011,Kia,Forte,Koup SX,Koup,automatic,knafw6a35b5408002,oh,4.0,58036.0,gray,black,wells fargo dealer services,9650.0,10100.0,2015-02-10 04:00:00+08:00
2014,Mazda,MX-5 Miata,Grand Touring,Convertible,manual,jm1nc2pf2e0235672,ca,5.0,2540.0,red,black,mazda motors of america inc.,24000.0,25000.0,2015-01-13 12:30:00+08:00
2010,Chevrolet,Equinox,LT1,SUV,automatic,2cnfleew5a6233307,nc,1.0,185004.0,silver,black,dt credit corporation,9675.0,2250.0,2015-04-14 01:30:00+07:00
2012,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pg5sc7c7297576,fl,3.0,67178.0,silver,black,the hertz corporation/gm,8925.0,8600.0,2014-12-22 09:30:00+08:00
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb2e7284157,fl,4.0,16900.0,red,black,gm remarketing,12450.0,12800.0,2015-02-17 01:30:00+08:00
2009,GMC,Yukon XL,Denali,SUV,automatic,1gkfk06219r214702,mi,5.0,67615.0,black,black,kevins marysville auto sales inc,22700.0,26100.0,2015-01-08 09:30:00+08:00
2014,Jeep,Cherokee,Latitude,SUV,automatic,1c4pjmcb9ew248168,va,4.0,8.0,gray,black,chrysler group llc,22400.0,22000.0,2015-02-26 00:45:00+08:00
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab0en210189,wi,2.0,22519.0,red,black,enterprise veh exchange/rental,11400.0,8500.0,2015-02-18 01:00:00+08:00
2007,BMW,3 Series,328xi,sedan,automatic,wbavc93577kx55487,oh,3.0,155572.0,silver,black,international motor car company,4525.0,5300.0,2015-06-18 03:30:00+07:00
2014,Honda,Pilot,EX-L,SUV,automatic,5fnyf4h56eb028127,pa,5.0,4696.0,silver,black,merrick preowned,31100.0,30800.0,2015-02-27 01:00:00+08:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb5e7200066,il,4.0,20733.0,black,black,gm remarketing,13350.0,13900.0,2015-03-05 03:00:00+08:00
2013,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6dr517510,mi,5.0,29605.0,black,black,kevins marysville auto sales inc,16800.0,19100.0,2014-12-18 09:30:00+08:00
2011,Volkswagen,Jetta,SE PZEV,Sedan,manual,3vwbz7aj5bm369769,ny,3.0,82889.0,silver,black,par north america,7475.0,5900.0,2015-01-28 02:10:00+08:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb9e7436400,il,3.0,7759.0,green,black,gm remarketing,13650.0,13900.0,2015-02-24 02:00:00+08:00
2008,Ford,F-350 Super Duty,XL,Crew Cab,automatic,1ftww30r28ed48017,ca,1.0,115781.0,white,gray,ge fleet services for itself/servicer,4925.0,5250.0,2014-12-23 13:00:00+08:00
2011,Nissan,Versa,1.8 S,Sedan,automatic,3n1bc1ap0bl446076,tx,3.0,67081.0,gray,gray,cenizo financial corporation inc,5800.0,5900.0,2015-05-28 03:30:00+07:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e33e1149740,fl,3.0,22196.0,gray,gray,gm remarketing,13050.0,13000.0,2015-01-26 05:00:00+08:00
2007,Dodge,Grand Caravan,SE,Minivan,automatic,1d4gp24rx7b243492,tx,2.0,89856.0,green,gray,auto finance group,3775.0,1800.0,2014-12-30 14:00:00+08:00
2014,Volkswagen,Golf,TDI,Hatchback,automatic,wvwdm7aj2ew004982,oh,5.0,11989.0,white,black,vw credit prequalified,19200.0,20200.0,2015-01-27 01:00:00+08:00
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9hx3dub76171,nj,4.0,50196.0,red,black,ford motor credit company llc,17000.0,17000.0,2015-02-11 01:00:00+08:00
2010,Ford,Flex,Limited,Wagon,automatic,2fmgk5dc5aba62919,fl,4.0,49767.0,black,beige,sunrise ford company,18250.0,17800.0,2015-05-26 02:15:00+07:00
2013,Hyundai,Tucson,GLS,SUV,automatic,km8ju3ac4du785586,fl,5.0,7646.0,black,tan,hyundai motor finance,17350.0,18100.0,2014-12-30 09:30:00+08:00
2014,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,1ft8w3bt6eeb79973,ca,1.0,18444.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,39400.0,28100.0,2014-12-16 12:00:00+08:00
2004,Chevrolet,Malibu Maxx,LS,Hatchback,automatic,1g1zt64804f161025,in,2.0,192153.0,white,gray,select remarketing group llc/loan max title,1475.0,600.0,2015-02-11 04:59:00+08:00
2009,Dodge,Charger,SXT,Sedan,automatic,2b3ka33v09h576244,mi,5.0,106146.0,black,black,kevins marysville auto sales inc,7600.0,8800.0,2015-05-21 02:30:00+07:00
2012,Kia,Forte,EX,Sedan,automatic,knafu4a2xc5567732,tn,2.0,19202.0,black,black,wells fargo dealer services,9700.0,7000.0,2015-02-17 02:00:00+08:00
2011,Chevrolet,Malibu,LT1,sedan,automatic,1g1zc5eu5bf388567,mo,2.0,103843.0,gold,black,chrysler capital,7000.0,5400.0,2015-06-03 03:30:00+07:00
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeag6ec453543,fl,4.0,24864.0,red,black,hertz corporation/gdp,21700.0,22200.0,2015-01-05 04:30:00+08:00
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k7d82dga98157,tx,1.0,20440.0,silver,black,first investors servicing corp,27200.0,10000.0,2015-02-03 03:00:00+08:00
2007,Chevrolet,Equinox,LS,SUV,automatic,2cndl13f376232197,il,1.0,147084.0,black,gray,ally,3650.0,2500.0,2014-12-18 10:00:00+08:00
2004,Volvo,XC90,T6,SUV,automatic,yv1cz91h241076549,ma,2.0,135856.0,blue,gray,metro ford,3700.0,2700.0,2015-02-17 02:00:00+08:00
2012,Ford,Mustang,V6,Convertible,automatic,1zvbp8em7c5232646,co,4.0,60217.0,black,tan,the faricy boys,11500.0,13200.0,2015-02-03 04:00:00+08:00
2006,Ford,Freestyle,SEL,Wagon,automatic,1fmzk02136ga45226,ut,1.0,1.0,gold,tan,united auto credit/irvine,5225.0,700.0,2015-03-04 04:30:00+08:00
2013,Chevrolet,Captiva Sport,LS Fleet,SUV,automatic,3gnal2ek6ds636137,mo,3.0,48013.0,silver,black,the hertz corporation,11800.0,12200.0,2015-06-09 04:00:00+07:00
2005,Honda,CR-V,Special Edition,suv,automatic,shsrd789x5u319723,fl,2.0,121115.0,white,tan,gettel hyundai,5550.0,5200.0,2015-06-11 09:00:00+07:00
2006,Chrysler,Town and Country,Touring,Minivan,automatic,2a4gp54l16r749569,in,1.0,120862.0,blue,gray,select remarketing group llc/loan max title,2925.0,2050.0,2015-01-28 05:15:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg3er252786,pa,4.0,28659.0,gray,black,hertz corporation/gdp,16450.0,15600.0,2015-01-22 01:30:00+08:00
2014,Chrysler,300,C,Sedan,automatic,2c3ccakg4eh260476,mn,4.0,31890.0,gray,black,pv holding inc/gdp,21700.0,22400.0,2015-01-14 05:00:00+08:00
2011,Honda,CR-V,LX,SUV,automatic,5j6re4h34bl124105,pa,2.0,31749.0,black,black,ahfc/honda lease trust/hvt  inc. eot,14400.0,13800.0,2015-01-16 01:00:00+08:00
2003,Toyota,4Runner,Limited,SUV,automatic,jtebu17r030007943,mi,2.0,258780.0,black,gray,liquidation llc,5400.0,4300.0,2015-02-26 01:30:00+08:00
2015,Hyundai,Accent,GS,hatchback,automatic,kmhct5ae1fu204511,wi,1.0,7525.0,blue,gray,dtag tra,12550.0,5000.0,2015-06-03 05:00:00+07:00
2015,GMC,Terrain,SLT-1,suv,automatic,2gkflxe38f6254122,wa,5.0,810.0,gold,brown,lexus of bellevue,28800.0,31100.0,2015-06-17 06:20:00+07:00
2013,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k96dr213306,il,4.0,17779.0,white,black,ford motor credit company llc,19350.0,32200.0,2015-02-26 02:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er393869,il,3.0,29366.0,white,black,pv holding inc/gdp,18650.0,18600.0,2015-04-23 04:00:00+07:00
2013,Ford,F-150,XLT,SuperCab,automatic,1ftfx1ef0dfb29044,il,5.0,25396.0,red,gray,ford motor credit company llc,24300.0,25500.0,2015-01-27 03:00:00+08:00
2005,Chevrolet,Cobalt,Base,Sedan,automatic,1g1ak52f457649031,nc,2.0,157643.0,red,gray,remarketing by ge/gaia llc,1400.0,1200.0,2015-05-25 02:00:00+07:00
2007,Chrysler,PT Cruiser,Base,Wagon,automatic,3a4fy48b57t517494,ca,2.0,87353.0,red,gray,dt credit corporation,2675.0,800.0,2015-01-27 05:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er269446,tx,3.0,32687.0,silver,black,avis corporation,18200.0,18200.0,2015-03-04 02:15:00+08:00
2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab9dn561164,wi,4.0,40661.0,black,black,fiserv/global lending services,10900.0,9700.0,2014-12-23 10:00:00+08:00
2013,Nissan,Leaf,SV,Hatchback,automatic,1n4az0cp7dc403714,ga,4.0,18507.0,white,gray,nissan-infiniti lt,13550.0,12900.0,2015-02-10 01:30:00+08:00
2012,Chevrolet,Malibu,LT,Sedan,automatic,1g1zc5e03cf180346,il,2.0,74954.0,black,gray,ally,9050.0,7600.0,2015-02-12 02:00:00+08:00
2013,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrkse75dz194299,oh,4.0,34449.0,red,black,exceptional motorcar llc,24200.0,26500.0,2015-01-27 01:30:00+08:00
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg2dl604793,ca,5.0,43433.0,black,black,avis corporation,24400.0,24900.0,2015-02-12 03:30:00+08:00
2007,Volkswagen,Passat,Base,Sedan,automatic,wvwjk73c67p077003,md,1.0,108366.0,white,black,capital one auto finance,4625.0,2100.0,2015-01-13 13:00:00+08:00
2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e39d1209040,mn,4.0,82037.0,black,black,select lane,8300.0,8900.0,2015-02-25 02:30:00+08:00
2008,Toyota,Camry Solara,SLE V6,convertible,automatic,4t1fa38p88u145099,mo,2.0,66106.0,black,beige,toyota financial services,12850.0,11300.0,2015-05-27 03:30:00+07:00
2014,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11h5sl4ef302857,nj,2.0,11953.0,gold,black,enterprise vehicle exchange / tra / rental / tulsa,17950.0,10750.0,2015-01-21 04:00:00+08:00
2002,Chrysler,Town and Country,LX,Minivan,automatic,2c4gt44l12r695566,md,2.0,196737.0,beige,tan,purple heart services inc,900.0,800.0,2014-12-30 12:00:00+08:00
2005,Honda,Civic,LX,Sedan,automatic,2hges16515h551809,ca,2.0,80051.0,silver,gray,aaero sweet company,4475.0,5300.0,2015-01-28 03:30:00+08:00
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcgxer392494,tx,4.0,16754.0,blue,black,enterprise holdings/gdp,17100.0,16700.0,2015-02-18 02:00:00+08:00
2006,GMC,Yukon XL,Denali,SUV,automatic,1gkfk66u46j128587,co,3.0,144257.0,black,beige,wells fargo dealer services,7600.0,8700.0,2015-02-04 03:45:00+08:00
2013,Buick,Regal,Premium 1 Turbo,Sedan,automatic,2g4gs5ev4d9197224,nc,5.0,15862.0,white,beige,medlin buick gmc mazda,16200.0,18000.0,2015-06-16 02:15:00+07:00
2014,Ford,F-150,XLT,supercrew,automatic,1ftfw1ef8eke10293,co,5.0,23705.0,silver,gray,lease plan usa,28400.0,28700.0,2015-06-09 05:00:00+07:00
2006,Chevrolet,Monte Carlo,LT,Coupe,automatic,2g1wk151869254820,ga,2.0,123284.0,silver,gray,santander consumer,3475.0,3500.0,2015-02-10 01:30:00+08:00
2014,Chevrolet,Impala,LS Fleet,sedan,automatic,1g11x5slxeu162943,il,3.0,27621.0,black,gray,gm remarketing,16050.0,16100.0,2015-06-11 04:00:00+07:00
2005,Chevrolet,Suburban,1500 LS,SUV,automatic,3gnec16z85g252789,ca,2.0,136621.0,gray,gray,santander consumer,5525.0,3500.0,2015-02-12 04:00:00+08:00
2012,Jeep,Wrangler,Rubicon,SUV,manual,1c4bjwcg9cl169471,fl,4.0,53701.0,black,brown,tdaf remarketing,25400.0,25800.0,2015-06-02 02:00:00+07:00
2009,Kia,Spectra,LX,Sedan,automatic,knafe222595618627,ny,2.0,85428.0,gray,tan,tcar recovery and remarketing,4275.0,3600.0,2015-02-12 01:15:00+08:00
2014,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,3gnal4ek6es611221,il,4.0,23679.0,gray,black,gm remarketing,17000.0,17000.0,2015-02-05 03:00:00+08:00
2011,BMW,5 Series,528i,sedan,automatic,wbafr1c57bc736817,ga,3.0,47296.0,white,black,jim ellis,21800.0,21000.0,2015-05-27 03:00:00+07:00
2003,Ford,Explorer,XLT,SUV,automatic,1fmzu73k03zb39817,mn,2.0,180549.0,blue,gray,select remarketing group llc/northeastern,1500.0,1600.0,2015-01-21 02:30:00+08:00
2007,Dodge,Magnum,SE,Wagon,automatic,2d4fv47t67h793722,pa,2.0,168433.0,red,gray,peoples credit company inc,3025.0,2000.0,2015-02-03 01:30:00+08:00
2004,Infiniti,FX35,Base,SUV,automatic,jnras08w14x210885,ma,2.0,111599.0,gray,black,national auto lenders inc,8500.0,6200.0,2015-01-06 09:30:00+08:00
1998,Honda,CR-V,EX,SUV,automatic,jhlrd1864wc032843,tx,2.0,151346.0,red,gray,charitable adult rides services/car donating is,1925.0,900.0,2015-01-21 04:30:00+08:00
2014,Chevrolet,Equinox,LS,SUV,automatic,2gnalaek9e6381459,nv,5.0,3473.0,black,black,prestige chrysler jeep dodge,17350.0,17200.0,2014-12-19 11:45:00+08:00
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7aj3dm415228,ca,2.0,42673.0,gray,black,jpmorgan chase bank n.a.,11350.0,10800.0,2015-01-22 04:00:00+08:00
2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb2d7174072,fl,3.0,50046.0,white,black,the hertz corporation/gm,10400.0,10600.0,2014-12-19 09:35:00+08:00
2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap7dc811086,md,4.0,48889.0,white,black,consolidated asset recovery systems  inc.,14400.0,12900.0,2015-02-10 01:30:00+08:00
2008,Cadillac,DTS,Performance,Sedan,automatic,1g6kd57998u112222,md,2.0,171902.0,black,black,koons silver spring ford lincoln,6725.0,2500.0,2015-01-20 01:30:00+08:00
2014,Ram,1500,Tradesman,Regular Cab,automatic,3c6jr6ag3eg101357,ga,5.0,9666.0,black,gray,centerpoint auto exchange llc,16450.0,18000.0,2015-02-03 01:30:00+08:00
2009,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vwra71k49m015153,nj,3.0,93570.0,gray,black,autosport honda,6075.0,6600.0,2015-06-17 02:30:00+07:00
2007,Dodge,Grand Caravan,SXT,minivan,automatic,2d4gp44l17r241946,ga,2.0,148135.0,silver,gray,santander consumer,2300.0,1500.0,2015-06-16 02:30:00+07:00
2014,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjfag3ec466210,mn,4.0,28541.0,blue,black,hertz corporation/gdp,24800.0,25400.0,2015-02-25 05:00:00+08:00
2009,Hyundai,Santa Fe,SE,SUV,automatic,5nmsh13e89h240456,az,4.0,79418.0,white,tan,big two toyota scion of chandler,9800.0,10300.0,2015-05-21 05:00:00+07:00
2012,Cadillac,CTS,Luxury,Sedan,automatic,1g6dh5e52c0119462,ga,4.0,50718.0,black,black,young motors llc,18300.0,19300.0,2015-02-05 02:00:00+08:00
2013,Ford,E-Series Wagon,E-350 Super Duty XL,Van,automatic,1fbss3bl4dda56084,pa,4.0,39368.0,white,gray,davies ford inc,20200.0,19200.0,2015-03-04 01:30:00+08:00
2014,Chevrolet,Captiva Sport,LS Fleet,SUV,automatic,3gnal2ekxes664640,ut,2.0,18948.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,14500.0,11900.0,2015-02-25 04:30:00+08:00
2014,Dodge,Grand Caravan,R/T,minivan,automatic,2c4rdgeg5er472847,il,4.0,19904.0,blue,black,fca us llc,19150.0,19500.0,2015-06-09 03:00:00+07:00
2007,Hyundai,Accent,SE,Hatchback,manual,kmhcn36c57u053258,fl,2.0,123190.0,blue,gray,nicholas financial inc/clearwater,1750.0,2100.0,2014-12-18 15:01:00+08:00
2009,Volkswagen,Routan,S,Minivan,automatic,2v8hw34109r541658,fl,4.0,56153.0,blue,gray,universal motors of miami inc,9200.0,10100.0,2015-03-03 01:30:00+08:00
2002,Jeep,Liberty,Limited,SUV,automatic,1j8gl58k52w325678,md,2.0,155946.0,black,black,koons silver spring ford lincoln,2500.0,2000.0,2014-12-30 09:30:00+08:00
2005,Cadillac,Escalade ESV,Base,SUV,automatic,3gyfk66n55g142920,mi,2.0,152959.0,black,gray,lafontaine cadillac buick gmc inc,8075.0,6600.0,2015-03-05 01:20:00+08:00
2002,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48n82c187732,ne,2.0,10.0,blue,black,baxter chrysler jeep dodge,3650.0,300.0,2015-02-11 02:00:00+08:00
2012,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp3f88ca011870,nj,3.0,32156.0,white,black,ahfc/honda lease trust/hvt  inc. eot,15700.0,14900.0,2015-01-14 01:30:00+08:00
1999,Lexus,GS 300,Base,Sedan,automatic,jt8bd68s9x0074838,md,2.0,167561.0,silver,gray,lexus of silver spring,2825.0,2600.0,2015-01-06 01:30:00+08:00
2011,Ford,Ranger,SPORT,SuperCab,manual,1ftlr4fe1bpa21155,pa,5.0,26313.0,gray,gray,big tree auto brokers,18450.0,18000.0,2015-01-23 01:15:00+08:00
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe1ep097384,tx,1.0,25128.0,black,gray,enterprise vehicle exchange/hapeville,13200.0,7800.0,2015-01-15 04:00:00+08:00
2014,Chevrolet,Traverse,LT,SUV,automatic,1gnkvgkd6ej349787,co,3.0,21974.0,black,black,gm remarketing,25900.0,25300.0,2015-06-16 04:30:00+07:00
2014,Jeep,Grand Cherokee,Limited,suv,automatic,1c4rjfbgxec188761,co,4.0,39522.0,white,tan,avis corporation,26400.0,26500.0,2015-06-17 04:45:00+07:00
1995,Ford,Mustang,Base,Coupe,manual,1falp4043sf199750,va,1.0,202809.0,blue,gray,titlemax/alexandria va4,525.0,350.0,2015-02-18 01:00:00+08:00
2012,Ford,F-150,XL,Regular Cab,automatic,1ftmf1em6ckd05786,mn,3.0,54103.0,white,gray,us bancorp,15700.0,14000.0,2015-06-18 03:45:00+07:00
2004,Chevrolet,Impala,LS,Sedan,automatic,2g1wh55k549460219,fl,2.0,102405.0,black,gray,palm beach county sheriff's office,2900.0,3700.0,2015-02-03 01:00:00+08:00
2014,Dodge,Avenger,SE,sedan,automatic,1c3cdzag2en223401,fl,5.0,6627.0,white,black,toyota of orlando,13300.0,13600.0,2015-06-02 02:30:00+07:00
2001,Mazda,626,ES,Sedan,automatic,1yvgf22c715233713,md,2.0,134748.0,white,gold,jim coleman toyota inc,1025.0,300.0,2015-01-27 05:00:00+08:00
2012,Dodge,Durango,Crew,SUV,automatic,1c4rdhdg6cc336112,mi,5.0,20996.0,blue,gray,kevins marysville auto sales inc,23200.0,24000.0,2015-01-08 01:30:00+08:00
2014,Jeep,Grand Cherokee,Overland,SUV,automatic,1c4rjfcm1ec302313,fl,5.0,7294.0,white,black,fca us llc,37800.0,34000.0,2015-06-08 05:30:00+07:00
