year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Hyundai,Santa Fe Sport,Sport 2.0T,SUV,automatic,5xyzw3la9eg197473,ca,5.0,11889.0,brown,green,hyundai motor america/co car,22200.0,25300.0,2015-06-16 05:00:00+07:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb5e7339680,fl,4.0,15639.0,silver,black,gm remarketing,13450.0,13500.0,2015-02-23 05:00:00+08:00
2013,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c50dwm07505,nc,4.0,33947.0,silver,black,avis corporation,16750.0,17500.0,2014-12-23 09:15:00+08:00
2002,Jeep,Liberty,Limited,SUV,automatic,1j8gl58k62w237917,md,2.0,163772.0,white,gray,purple heart services inc,2125.0,500.0,2015-01-13 12:00:00+08:00
2015,Chevrolet,Impala,LT,sedan,automatic,2g1125s30f9127504,fl,4.0,13721.0,black,gray,gm remarketing,21600.0,21600.0,2015-06-15 06:00:00+07:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cc152988,il,2.0,27268.0,burgundy,beige,nissan-infiniti lt,12500.0,11700.0,2015-02-17 02:00:00+08:00
2015,BMW,4 Series,428i,convertible,automatic,wba3v5c50fp752376,oh,5.0,7334.0,blue,black,bmw north america greer,49000.0,48000.0,2015-06-16 07:00:00+07:00
2004,Mazda,Mazda3,s,sedan,automatic,jm1bk323341185799,pa,2.0,63737.0,black,black,north penn imports inc,4075.0,2400.0,2015-06-02 02:30:00+07:00
2011,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee4bc592181,tn,1.0,101567.0,red,gray,toyota financial services,7500.0,3800.0,2015-02-10 02:00:00+08:00
2014,Subaru,Forester,2.5i Limited PZEV,suv,automatic,jf2sjahc5eh431695,mo,4.0,24862.0,silver,gray,ward muscatell auto grp inc,21900.0,23700.0,2015-05-27 03:30:00+07:00
2004,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25v941224958,la,2.0,172920.0,white,beige,lease plan usa,3025.0,3000.0,2015-02-04 03:00:00+08:00
2012,Chevrolet,Equinox,LT,SUV,automatic,2gnfleek2c6369373,il,3.0,78422.0,silver,black,union leasing exchange llc,13000.0,12100.0,2015-01-27 02:00:00+08:00
2013,Mazda,Mazda2,Sport,hatchback,automatic,jm1de1ky1d0156680,oh,2.0,65407.0,blue,black,the hertz corporation,7850.0,7800.0,2015-06-16 02:30:00+07:00
2014,Ford,Escape,SE,suv,automatic,1fmcu0gx3eud37147,tx,5.0,2380.0,gray,gray,wells fargo dealer services,18300.0,16500.0,2015-06-17 03:00:00+07:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk5cu052822,nj,3.0,118652.0,black,black,toyota financial services,12000.0,9900.0,2015-01-14 04:00:00+08:00
2000,Volkswagen,Jetta,GLS,sedan,manual,3vwsa29m7ym030089,fl,2.0,196406.0,green,beige,autonation honda clearwater,650.0,700.0,2015-06-02 10:30:00+07:00
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu0j90dua99394,tn,4.0,30616.0,gray,black,ford motor credit company llc,11800.0,20700.0,2015-07-09 08:00:00+07:00
2010,Nissan,Rogue,SL,SUV,automatic,jn8as5mvxaw121185,wi,1.0,60452.0,black,black,fiserv/global lending services,11450.0,3500.0,2015-02-18 02:30:00+08:00
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae1dh279141,pa,5.0,11429.0,gold,tan,hyundai motor finance,15550.0,15700.0,2014-12-23 09:00:00+08:00
2012,Chevrolet,Silverado 2500HD,LT,crew cab,automatic,1gc1kxc88cf136936,ms,5.0,20675.0,white,black,southeastern auto brokers inc,39800.0,43000.0,2015-06-18 03:15:00+07:00
2005,Honda,Accord,LX,sedan,automatic,1hgcm56475a046257,ca,2.0,98881.0,blue,gray,ideal transportation,4700.0,6000.0,2015-06-17 05:30:00+07:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er255569,fl,4.0,28690.0,gold,black,hertz corporation/gdp,18550.0,17800.0,2015-01-19 04:30:00+08:00
2009,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc13ex9l384059,il,2.0,47249.0,red,gray,ally,5925.0,3300.0,2015-02-26 02:00:00+08:00
2012,Honda,Civic,LX,Sedan,automatic,2hgfb2f56ch533555,tn,4.0,35554.0,red,gray,ahfc/honda lease trust/hvt  inc. eot,11000.0,12000.0,2015-01-28 02:30:00+08:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg2eh299874,il,2.0,25079.0,black,black,pv holding inc/gdp,16850.0,15800.0,2015-02-26 03:00:00+08:00
2009,Jaguar,XF,Supercharged,Sedan,automatic,sajwa07c791r12141,pa,4.0,40024.0,black,red,dodge of paramus inc,20700.0,20000.0,2014-12-19 09:00:00+08:00
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx2dub93832,mi,5.0,20301.0,white,black,ford motor credit company llc,19050.0,19700.0,2015-02-25 02:00:00+08:00
1995,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gz58s3sc585403,ga,2.0,207909.0,silver,tan,capital auto auction,600.0,375.0,2015-01-15 04:30:00+08:00
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg7er313539,fl,4.0,26807.0,blue,black,pv holding inc/gdp,16350.0,17200.0,2015-06-08 05:30:00+07:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg3er359921,mn,4.0,24091.0,blue,black,overland west inc,22100.0,22700.0,2015-02-11 05:00:00+08:00
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek7es625722,fl,4.0,17392.0,silver,black,gm remarketing,16450.0,16700.0,2015-03-03 01:30:00+08:00
1994,Honda,Accord,EX,Sedan,automatic,jhmcd566xrc026545,ca,2.0,181260.0,green,tan,charitable auto resource,575.0,600.0,2014-12-23 12:00:00+08:00
2003,Mercury,Mountaineer,Premier,SUV,automatic,4m2zu86k83uj19053,oh,1.0,133961.0,silver,gray,select remarketing group llc/loan max title,2150.0,450.0,2014-12-23 12:00:00+08:00
2012,Ford,Focus,SEL,hatchback,automatic,1fahp3m24cl381226,fl,4.0,45844.0,gray,tan,ford motor credit company llc pd,9825.0,9500.0,2015-06-19 02:00:00+07:00
2012,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap1cl770425,il,5.0,7063.0,red,gray,nissan-infiniti lt,11100.0,12200.0,2015-03-05 02:00:00+08:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e31e1144410,il,4.0,15018.0,silver,gray,gm remarketing,13550.0,13500.0,2015-02-05 03:00:00+08:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7en200247,mn,3.0,30395.0,white,black,chrysler capital,11250.0,10800.0,2015-01-08 10:45:00+08:00
2012,Nissan,Rogue,SV,suv,automatic,jn8as5mv7cw376105,wa,4.0,34658.0,white,black,nissan-infiniti lt,14300.0,17500.0,2015-06-10 05:30:00+07:00
2014,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj4em107024,ca,2.0,46830.0,white,black,hertz damaged liquidation,9575.0,6600.0,2015-02-11 07:05:00+08:00
2014,MINI,Cooper Coupe,Base,Hatchback,automatic,wmwsx1c57et508096,fl,5.0,2759.0,black,black,fields bmw,17050.0,17000.0,2015-06-02 02:10:00+07:00
2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e34d1152584,fl,3.0,58124.0,silver,gray,the hertz corporation/gm,9400.0,8900.0,2014-12-22 09:30:00+08:00
2014,Kia,Soul,+,Wagon,automatic,kndjp3a52e7077978,tx,5.0,17192.0,gray,black,kia motors america  inc,13800.0,13800.0,2015-02-25 02:30:00+08:00
2012,Honda,Accord,EX-L,Coupe,automatic,1hgcs1b84ca014208,pa,3.0,47308.0,black,black,ahfc/honda lease trust/hvt  inc. eot,13400.0,13900.0,2015-02-27 01:00:00+08:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn471157,mo,4.0,22133.0,black,gray,nissan-infiniti lt,12650.0,12300.0,2015-02-04 02:30:00+08:00
2009,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa51e09c802607,wa,1.0,128426.0,gray,black,balboa thrift & loan association,9225.0,6000.0,2015-03-04 04:30:00+08:00
2005,Toyota,Sienna,CE 7-Passenger,Minivan,automatic,5tdza23c75s329790,ga,2.0,127919.0,burgundy,tan,rick hendrick toyota scion sandy springs,4425.0,4800.0,2015-03-03 05:00:00+08:00
2006,Mitsubishi,Eclipse,GS,Hatchback,automatic,4a3ak24f56e025588,nc,2.0,68241.0,red,gray,santander consumer,4700.0,7200.0,2015-02-09 01:30:00+08:00
2012,BMW,6 Series,640i,Coupe,automatic,wbalw3c56cc891948,ca,4.0,29660.0,black,black,financial services remarketing (lease),38000.0,37250.0,2015-05-27 05:30:00+07:00
2014,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g11x5sl3e9292091,il,4.0,20345.0,gray,gray,gm remarketing,16600.0,16400.0,2015-02-19 03:00:00+08:00
1998,Ford,Mustang,Base,coupe,automatic,1fafp4045wf270062,ca,2.0,161889.0,silver,gray,jimmie johnson kearny mesa chevrolet,925.0,600.0,2015-06-02 05:30:00+07:00
2008,Audi,Q7,3.6 Premium quattro,SUV,automatic,wa1by74l28d013829,ca,4.0,104792.0,burgundy,beige,audi san diego,13300.0,13500.0,2014-12-23 16:00:00+08:00
2003,BMW,7 Series,745i,Sedan,automatic,wbagl63443dp67402,ca,2.0,116037.0,gray,gray,jpmorgan chase bank n.a.,5825.0,2250.0,2015-01-06 13:00:00+08:00
2010,Ford,F-150,STX,SuperCab,automatic,1ftex1ew8afc28668,pa,3.0,33724.0,gray,gray,west herr auto exchange inc,16900.0,19800.0,2015-01-14 01:30:00+08:00
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5238386,nv,4.0,31958.0,black,black,ez rent a car/orlando,16900.0,15300.0,2015-02-06 04:00:00+08:00
2008,Jeep,Wrangler,Unlimited X,SUV,automatic,1j4ga39138l609225,ca,3.0,124463.0,blue,gray,tradewinds remarketing,14000.0,14000.0,2015-02-19 04:00:00+08:00
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb2br154363,nv,4.0,35567.0,black,black,mercedes-benz financial services,19450.0,20000.0,2014-12-31 12:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg3er324670,ca,3.0,28877.0,beige,black,hertz corporation/gdp,18700.0,18000.0,2015-05-19 05:00:00+07:00
2006,Saturn,ION,3,Sedan,automatic,1g8al55f26z210247,nj,2.0,98354.0,silver,gray,santander consumer,2750.0,2500.0,2015-05-27 02:30:00+07:00
2003,Nissan,Altima,2.5 SL,Sedan,automatic,1n4al11d93c265222,fl,2.0,132593.0,silver,black,metro ford inc,2425.0,2600.0,2015-01-23 01:30:00+08:00
2014,Chevrolet,Cruze,1LT,sedan,automatic,1g1pc5sb7e7103120,ca,2.0,38156.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,11500.0,10000.0,2015-05-20 08:05:00+07:00
2002,Buick,LeSabre,Custom,Sedan,automatic,1g4hp54k324115190,oh,3.0,172753.0,burgundy,gray,aex credit services,1250.0,2200.0,2015-02-12 01:00:00+08:00
2014,Chevrolet,Impala,LT,Sedan,automatic,2g1125s31e9243065,fl,4.0,24316.0,red,black,gm remarketing,18650.0,20400.0,2015-02-09 05:00:00+08:00
2008,Toyota,Camry,LE,Sedan,automatic,4t1be46k08u241213,md,2.0,136501.0,black,gray,darcars imports inc,6200.0,6400.0,2015-01-13 09:30:00+08:00
2011,Nissan,Pathfinder,LE,SUV,automatic,5n1ar1nn7bc603495,fl,5.0,51318.0,white,gray,ford-lincoln dealer program,15400.0,18400.0,2015-01-08 01:00:00+08:00
2015,Kia,Sorento,LX,SUV,automatic,5xyktca65fg562953,oh,5.0,10954.0,black,gray,kia motors america  inc,20500.0,20300.0,2015-06-09 02:30:00+07:00
2015,Ford,Escape,SE,SUV,automatic,1fmcu9g97fua11276,ga,2.0,1.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,23900.0,2100.0,2015-04-30 05:30:00+07:00
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f29el272002,fl,2.0,34680.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,10650.0,8000.0,2015-05-26 02:33:00+07:00
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,2g1wc5e38e1137743,il,3.0,22152.0,white,gray,gm remarketing,14800.0,14600.0,2015-02-24 02:00:00+08:00
2012,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1et7cfa37064,mi,5.0,71863.0,beige,tan,kevins marysville auto sales inc,26200.0,27100.0,2015-02-19 01:30:00+08:00
2004,Nissan,Xterra,XE,SUV,automatic,5n1ed28t84c621085,tx,2.0,189798.0,silver,gray,titlemax/leon valley tx1,2300.0,1000.0,2015-04-29 05:30:00+07:00
2005,Chevrolet,Malibu,Base,Sedan,automatic,1g1zs52f55f316989,ca,3.0,130778.0,blue,gray,lincoln financial services,2750.0,2000.0,2015-02-11 04:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er256238,va,3.0,21329.0,burgundy,black,hertz corporation/gdp,19250.0,18800.0,2014-12-18 08:45:00+08:00
2014,Mazda,CX-9,Grand Touring,SUV,automatic,jm3tb3dv7e0431805,ca,5.0,14616.0,black,beige,mazda motors of america inc.,28800.0,28750.0,2015-02-10 04:30:00+08:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc181064,fl,3.0,23882.0,white,black,nissan-infiniti lt,14050.0,13800.0,2015-02-03 01:30:00+08:00
2007,Chevrolet,Cobalt,LT,Coupe,automatic,1g1al15f877200424,mi,2.0,132385.0,white,gray,alliance catholic credit union,2600.0,700.0,2014-12-18 13:10:00+08:00
2008,Chrysler,Town and Country,Touring,minivan,automatic,2a8hr54p48r731618,md,4.0,93990.0,silver,gray,kar motors inc,7375.0,7300.0,2015-06-16 02:30:00+07:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb7e7400554,il,4.0,22597.0,gray,tan,gm remarketing,14400.0,14900.0,2015-06-11 04:00:00+07:00
2014,Chevrolet,Malibu,LTZ,Sedan,automatic,1g11h5sl8ef245532,mi,4.0,22589.0,silver,black,gm remarketing,17600.0,17600.0,2015-03-05 01:30:00+08:00
2005,Honda,Odyssey,EX,minivan,automatic,5fnrl384x5b402298,ga,2.0,167428.0,gray,beige,autonation chevrolet northpoint,3575.0,3500.0,2015-06-02 05:30:00+07:00
2014,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyag1eh207466,il,2.0,23088.0,silver,red,chrysler group llc,18250.0,13200.0,2015-02-10 02:00:00+08:00
2014,Cadillac,SRX,Luxury,SUV,automatic,3gyfnee31es610916,ga,4.0,26906.0,white,black,dollar thrifty automotive group,33400.0,32101.0,2015-06-16 02:30:00+07:00
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j94euc86529,tn,5.0,28925.0,blue,black,avis budget group,22200.0,22700.0,2015-05-28 04:00:00+07:00
2000,Chevrolet,Monte Carlo,SS,Coupe,automatic,2g1wx12k7y9382161,ga,2.0,149329.0,black,black,purple heart,1775.0,1400.0,2015-01-15 04:30:00+08:00
2005,Dodge,Durango,SXT,SUV,automatic,1d4hd38k05f605738,fl,2.0,148438.0,red,gray,coggin deland ford,2800.0,3600.0,2015-02-10 10:00:00+08:00
2013,Ford,Explorer,Limited,SUV,automatic,1fm5k8f83dga11580,oh,5.0,60432.0,black,black,ford motor credit company llc,24400.0,26900.0,2015-03-03 01:00:00+08:00
2003,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25u231199102,md,1.0,164788.0,white,gray,lease plan usa,2650.0,1500.0,2015-01-20 05:00:00+08:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb6e7121571,co,4.0,38521.0,black,black,avis corporation,12850.0,12800.0,2015-02-11 03:45:00+08:00
2015,Buick,Verano,Leather Group,Sedan,automatic,1g4ps5skxf4128313,fl,4.0,9973.0,red,tan,gm remarketing,18400.0,19800.0,2015-06-15 06:00:00+07:00
2012,Chrysler,300,Limited,Sedan,automatic,2c3ccacg9ch310705,mo,5.0,54988.0,silver,black,century sales & leasing inc,16900.0,16800.0,2015-03-03 03:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb1et180523,va,4.0,28697.0,red,black,hertz corporation/gdp,14950.0,15000.0,2015-01-28 16:00:00+08:00
2004,GMC,Yukon,SLE,SUV,automatic,1gkec13z34r216461,fl,1.0,1.0,red,gray,credit acceptance corp/vrs/southfield,8475.0,400.0,2015-01-13 09:15:00+08:00
2012,Ford,Focus,S,Sedan,automatic,1fahp3e26cl433471,fl,1.0,30658.0,gray,black,gm financial,8525.0,6100.0,2015-02-11 01:15:00+08:00
2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc9cr801726,il,2.0,17842.0,silver,gray,ford motor credit company llc,17200.0,13500.0,2015-01-22 02:00:00+08:00
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc7es487324,or,2.0,23473.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,22200.0,19600.0,2015-02-03 03:30:00+08:00
1997,Buick,LeSabre,Custom,Sedan,automatic,1g4hp52k9vh473202,md,1.0,116711.0,white,blue,shannon auto sales,925.0,700.0,2015-01-06 01:30:00+08:00
2003,Ford,Explorer,XLS,SUV,automatic,1fmzu62k73zb19950,fl,2.0,137592.0,gray,beige,autonation nissan pembroke pines,2225.0,1100.0,2015-01-13 10:00:00+08:00
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu9j90dua92627,il,2.0,15565.0,red,black,ford motor credit company llc,24200.0,22200.0,2015-02-12 02:00:00+08:00
2008,Jeep,Commander,Sport,SUV,automatic,1j8hg48k58c114218,mi,2.0,147704.0,red,black,credit acceptance corp/vrs/southfield,6050.0,4800.0,2015-02-26 01:30:00+08:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc296991,fl,2.0,34120.0,beige,beige,ez rent a car inc,13350.0,13100.0,2015-01-27 01:00:00+08:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pddbg6et301967,mn,4.0,9866.0,orange,black,advantage opco llc,18950.0,18300.0,2015-02-25 05:00:00+08:00
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb3ba626997,ca,4.0,48894.0,silver,gray,mercedes-benz financial services,25800.0,25250.0,2015-01-29 04:30:00+08:00
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak2cw210667,mi,5.0,28760.0,black,black,kevins marysville auto sales inc,15500.0,18300.0,2015-02-05 01:30:00+08:00
2010,Ford,Fusion Hybrid,Base,Sedan,automatic,3fadp0l33ar267997,az,4.0,95354.0,white,gray,earnhardt,10250.0,9900.0,2015-02-05 03:00:00+08:00
2014,Jeep,Wrangler,Unlimited Sahara,suv,automatic,1c4bjweg9el111179,mi,5.0,12299.0,white,black,larry hudson chevrolet buick gmc inc,31300.0,30600.0,2015-06-11 02:30:00+07:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb5e7375627,il,4.0,9905.0,red,gray,gm remarketing,13600.0,14100.0,2015-02-19 03:00:00+08:00
2004,BMW,7 Series,745Li,Sedan,automatic,wbagn63414ds45841,md,2.0,138024.0,silver,black,a & c motors auto sales inc,4475.0,2500.0,2015-01-13 13:00:00+08:00
2014,Dodge,Charger,SE,sedan,automatic,2c3cdxbg1eh322206,az,4.0,9929.0,silver,black,jpmorgan chase bank n.a.,16950.0,18400.0,2015-06-18 05:00:00+07:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb9e7263942,fl,4.0,26300.0,silver,black,gm remarketing,14000.0,14300.0,2015-01-20 01:30:00+08:00
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef6eke26606,mo,5.0,21165.0,red,gray,avis budget group,28000.0,29300.0,2015-02-10 05:30:00+08:00
2014,Dodge,Dart,Aero,Sedan,automatic,1c3cdfdh7ed819693,pa,3.0,12.0,blue,black,chrysler group llc,14000.0,12600.0,2015-03-05 01:30:00+08:00
2014,Nissan,Rogue Select,S,SUV,automatic,jn8as5mv5ew711946,fl,5.0,9451.0,white,beige,santander consumer,16800.0,17300.0,2015-03-04 01:05:00+08:00
2012,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk1cu554310,oh,2.0,15172.0,white,gray,toyota financial services,14350.0,12100.0,2015-02-24 01:30:00+08:00
2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2eh828156,il,5.0,9320.0,black,gray,first investors servicing corp,14900.0,14500.0,2015-01-20 02:00:00+08:00
2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18268s599584,ca,5.0,3365.0,white,gray,aaero sweet company,16050.0,21000.0,2015-02-19 03:30:00+08:00
2004,Ford,F-150,XLT,supercab,automatic,1ftpx12564nb99525,md,2.0,183593.0,gray,gray,sheehy ford inc,5125.0,1100.0,2015-06-02 06:00:00+07:00
2014,Cadillac,SRX,Luxury,SUV,automatic,3gyfnee33es667196,il,4.0,18464.0,silver,gray,gm remarketing,34800.0,34500.0,2015-03-05 03:00:00+08:00
2007,Cadillac,Escalade,Base,SUV,automatic,1gyec63867r344532,ga,2.0,102640.0,beige,beige,gm financial,17800.0,14200.0,2015-02-26 04:30:00+08:00
2008,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl21ex8c168024,pa,2.0,126302.0,gray,black,valley national bank,5625.0,3800.0,2015-05-26 02:30:00+07:00
2014,Chevrolet,Impala Limited,LT Fleet,sedan,automatic,2g1wb5e32e1184205,mi,4.0,10130.0,black,black,gm remarketing,14350.0,14600.0,2015-06-11 02:30:00+07:00
2003,GMC,Sonoma,SL,Regular Cab,automatic,1gtcs14h938242577,la,1.0,148817.0,silver,black,lease plan usa,1725.0,700.0,2015-02-04 04:00:00+08:00
2008,Saturn,VUE,XE,SUV,automatic,3gsdl43n68s615684,ca,2.0,57542.0,silver,gray,trade in solutions,6950.0,6400.0,2015-03-04 04:45:00+08:00
2014,Dodge,Charger,SXT,Sedan,automatic,2c3cdxhg9eh267270,fl,3.0,14942.0,charcoal,black,hertz corporation/gdp,19200.0,18800.0,2015-02-16 04:30:00+08:00
2009,Ford,F-150,XLT,SuperCrew,automatic,1ftpw14v79fa38019,tn,4.0,59670.0,brown,tan,eurofix,18500.0,20000.0,2015-02-04 02:30:00+08:00
1997,Toyota,Avalon,XL,Sedan,automatic,4t1bf12b0vu175176,md,2.0,223832.0,green,beige,darcars dodge of new carrollton,1000.0,500.0,2015-01-20 01:30:00+08:00
2010,GMC,Sierra 1500,SLE,Crew Cab,automatic,3gtrkve31ag244416,fl,4.0,185729.0,black,black,westfall auto sales,11300.0,14400.0,2015-01-06 16:00:00+08:00
2000,Honda,Civic,DX,Coupe,automatic,1hgej6220yl076270,az,2.0,141370.0,white,gray,chapman corporate wholesale,1825.0,2400.0,2015-01-27 03:00:00+08:00
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du2b5350907,wi,2.0,44933.0,gray,gray,toyota financial services,16350.0,13000.0,2015-02-04 02:30:00+08:00
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap8ec196001,tn,4.0,20376.0,blue,gray,nissan north america inc.,15750.0,15000.0,2015-02-26 02:00:00+08:00
2010,Chevrolet,Impala,LS,sedan,automatic,2g1wa5ek5a1117120,fl,3.0,70242.0,blue,gray,central florida educators fcu,7050.0,4600.0,2015-06-17 01:30:00+07:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er325719,mn,4.0,29137.0,white,black,pv holding inc/gdp,18650.0,19600.0,2015-04-08 06:00:00+07:00
2015,Chevrolet,Tahoe,LS,suv,automatic,1gnskakc7fr174921,tx,3.0,44493.0,black,black,southgate capital llc,37600.0,36700.0,2015-06-11 04:00:00+07:00
2012,Infiniti,M,M37,Sedan,automatic,jn1by1apxcm331672,tn,4.0,26729.0,gray,gray,nissan infiniti lt,26200.0,27200.0,2015-01-28 02:30:00+08:00
2007,Cadillac,CTS,Base,Sedan,automatic,1g6dp577070175228,ca,2.0,56306.0,white,beige,remarketing by ge/xpress rent a car,8525.0,8000.0,2014-12-23 12:00:00+08:00
2000,Subaru,Outback,Base,Wagon,automatic,4s3bh6658y7616300,tx,3.0,187092.0,green,tan,car one autoplex inc,1375.0,600.0,2015-01-27 03:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er317186,fl,4.0,29535.0,white,black,pv holding inc/gdp,18400.0,17700.0,2015-02-02 04:30:00+08:00
2014,Toyota,RAV4,LE,SUV,automatic,2t3zfrev7ew077501,ca,2.0,23644.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,18300.0,15500.0,2015-01-13 12:00:00+08:00
1996,Acura,Integra,LS,Sedan,automatic,jh4db7657ts007851,ca,1.0,174202.0,white,gray,ideal transportation,1200.0,1050.0,2015-02-04 04:30:00+08:00
2014,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap9ey216304,az,1.0,20787.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,12250.0,8200.0,2015-01-28 03:00:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er395060,pa,4.0,28641.0,black,black,pv holding inc/gdp,18650.0,18800.0,2015-05-28 02:30:00+07:00
2008,Ford,Escape Hybrid,Base,suv,automatic,1fmcu59hx8kd86865,ca,3.0,28940.0,yellow,beige,remarketing by ge/film vehicle services,7650.0,8200.0,2015-05-28 05:00:00+07:00
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2ca621478,fl,4.0,34305.0,blue,tan,gettel acura,21400.0,21500.0,2015-01-08 01:45:00+08:00
2008,Chrysler,Town and Country,LX,Minivan,automatic,2a8hr44h98r833886,ut,2.0,56209.0,silver,gray,fifth third bank,7000.0,8200.0,2015-02-11 03:30:00+08:00
2008,GMC,Yukon,SLE,SUV,automatic,1gkfk13018r251286,tn,2.0,129133.0,gold,black,midtown motors,14300.0,12100.0,2015-03-04 02:30:00+08:00
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg0cr130934,sc,3.0,44069.0,black,black,jeff gordon chevrolet,11900.0,8700.0,2015-01-27 02:00:00+08:00
2002,Toyota,Camry Solara,SE V6,Convertible,automatic,2t1ff28p12c544568,md,1.0,188147.0,silver,black,credit acceptance corp/vrs/southfield,2150.0,800.0,2015-02-10 05:00:00+08:00
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am9e5201620,az,4.0,39562.0,black,black,avis corporation,18050.0,17800.0,2015-02-05 03:30:00+08:00
2004,Land Rover,Freelander,SE,SUV,automatic,salny22264a415129,pa,2.0,88927.0,gold,brown,five points auto group inc,1450.0,1900.0,2014-12-17 12:00:00+08:00
2010,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp7al435006,fl,2.0,61658.0,black,black,wells fargo dealer services,5850.0,5300.0,2015-02-24 01:30:00+08:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er343017,pa,4.0,31744.0,white,beige,pv holding inc/gdp,18250.0,19300.0,2015-05-28 02:30:00+07:00
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mvxcw360450,il,4.0,32761.0,white,gray,nissan-infiniti lt,14350.0,15200.0,2015-02-19 02:00:00+08:00
